lambda,hst.ACS_update_sep07.wfc_f435w_t81.dat,hst.ACS_update_sep07.wfc_f475w_t81.dat,hst.ACS_update_sep07.wfc_f606w_t81.dat,hst.ACS_update_sep07.wfc_f775w_t81.dat,hst.ACS_update_sep07.wfc_f814w_t81.dat,F090W_JWST,hst.wfc3.IR.f105w.dat,F115W_JWST,hst.wfc3.IR.f125w.dat,hst.wfc3.IR.f140w.dat,F150W_JWST,hst.wfc3.IR.f160w.dat,F200W_JWST,F277W_JWST,F356W_JWST,F410M_JWST,F444W_JWST
47330,,,,,,,,,,,,,,1.83442979095284e-05,1.47278479285672e-05,8.05504351217799e-06,0.431076035300296
47340,,,,,,,,,,,,,,1.89814718854666e-05,1.47587468530083e-05,7.61835411229609e-06,0.431080656170884
47350,,,,,,,,,,,,,,1.9523457950637e-05,1.47385520407115e-05,7.54456089562253e-06,0.431131639531663
47360,,,,,,,,,,,,,,1.98498675812328e-05,1.45440491271245e-05,8.34756674473165e-06,0.431073793172948
47370,,,,,,,,,,,,,,2.00759852058559e-05,1.41090194798983e-05,9.12514130478786e-06,0.430921873712937
47380,,,,,,,,,,,,,,2.04176644897632e-05,1.36610754607134e-05,9.84929716746732e-06,0.430763510905862
47390,,,,,,,,,,,,,,2.10470505293996e-05,1.32367492663267e-05,1.046879302843e-05,0.43060481449854
47400,,,,,,,,,,,,,,2.19363757542282e-05,1.288104951444e-05,1.08634307492776e-05,0.430444473960549
47410,,,,,,,,,,,,,,2.25177102927873e-05,1.26191887819051e-05,1.11675716325945e-05,0.430282447146631
47420,,,,,,,,,,,,,,2.2624024145681e-05,1.22793968133108e-05,1.13790583676254e-05,0.430118467256131
47430,,,,,,,,,,,,,,2.23010596094057e-05,1.18432280618142e-05,1.14060258889236e-05,0.42995251668389
47440,,,,,,,,,,,,,,2.17316186410899e-05,1.13349819080957e-05,1.09100706218509e-05,0.429784550017005
47450,,,,,,,,,,,,,,2.11545216196386e-05,1.09029520446861e-05,1.00067482339608e-05,0.429615318870419
47460,,,,,,,,,,,,,,2.08845241047023e-05,1.06124520120251e-05,8.89228516511229e-06,0.429443331226294
47470,,,,,,,,,,,,,,2.04444629488418e-05,1.04831885163649e-05,7.66822260716927e-06,0.429267883668768
47480,,,,,,,,,,,,,,1.97427101956397e-05,1.05136929305267e-05,6.64976741805658e-06,0.429087426257644
47490,,,,,,,,,,,,,,1.890825320543e-05,1.05251892837385e-05,5.80739241256813e-06,0.428904350322188
47500,,,,,,,,,,,,,,1.81910500143478e-05,1.05648131842584e-05,5.00320513125875e-06,0.428719301162793
47510,,,,,,,,,,,,,,1.78566926363343e-05,1.06654747787587e-05,4.21756079994265e-06,0.428532446021611
47520,,,,,,,,,,,,,,1.81287454340782e-05,1.09614307999092e-05,3.92431297242663e-06,0.428343542949787
47530,,,,,,,,,,,,,,1.86838799728318e-05,1.12880299524391e-05,4.11279723774783e-06,0.428150585649959
47540,,,,,,,,,,,,,,1.91625140075608e-05,1.16235463193561e-05,4.49473017406463e-06,0.427954321470386
47550,,,,,,,,,,,,,,1.93942733268655e-05,1.19516187854713e-05,4.88448374554203e-06,0.427755067635364
47560,,,,,,,,,,,,,,1.94314884579283e-05,1.21497298928283e-05,5.20730758513102e-06,0.427554113014243
47570,,,,,,,,,,,,,,1.96020689512073e-05,1.23058565787658e-05,5.20584576618321e-06,0.427351836360701
47580,,,,,,,,,,,,,,1.98943191514112e-05,1.24672971517835e-05,5.0978841617501e-06,0.427148081501106
47590,,,,,,,,,,,,,,2.01641965773264e-05,1.26864563076389e-05,5.11355236525471e-06,0.42694255083819
47600,,,,,,,,,,,,,,2.0088429903829e-05,1.26237881122608e-05,5.34865235050465e-06,0.426732730879076
47610,,,,,,,,,,,,,,1.95979610179766e-05,1.23960821185607e-05,5.2110554195266e-06,0.426522011996635
47620,,,,,,,,,,,,,,1.88495729525505e-05,1.2014159267771e-05,4.68422713132067e-06,0.426307275223628
47630,,,,,,,,,,,,,,1.81802580867416e-05,1.14722620608776e-05,3.73928609679479e-06,0.426082450029754
47640,,,,,,,,,,,,,,1.79128889237932e-05,1.11024420094757e-05,2.69352859265616e-06,0.425852811491336
47650,,,,,,,,,,,,,,1.78876363499671e-05,1.08946981542507e-05,2.14621418403233e-06,0.425620606770384
47660,,,,,,,,,,,,,,1.79747519491213e-05,1.07884181613888e-05,2.17048344096729e-06,0.425385596130467
47670,,,,,,,,,,,,,,1.80091757534145e-05,1.06309920727092e-05,2.84213166499235e-06,0.425146158031299
47680,,,,,,,,,,,,,,1.78841934841933e-05,1.03619494136204e-05,3.730186942368e-06,0.424904525227967
47690,,,,,,,,,,,,,,1.77025296647613e-05,9.98812411329201e-06,4.42868238659181e-06,0.424662013919232
47700,,,,,,,,,,,,,,1.80641679442311e-05,9.5641169594879e-06,4.74895262873996e-06,0.424418442186704
47710,,,,,,,,,,,,,,1.85847607192211e-05,9.32994019512065e-06,4.20618547868141e-06,0.424171764003712
47720,,,,,,,,,,,,,,1.90766452296582e-05,9.19832545245528e-06,3.6410458847276e-06,0.423922404573548
47730,,,,,,,,,,,,,,1.93685535020328e-05,9.03421660316027e-06,3.49174963648647e-06,0.423670634279586
47740,,,,,,,,,,,,,,1.93628534871403e-05,8.78943533347393e-06,3.7463631140673e-06,0.423416716995901
47750,,,,,,,,,,,,,,1.91325938371912e-05,8.45281299039079e-06,3.00405650460241e-06,0.423162660769578
47760,,,,,,,,,,,,,,1.91031943237846e-05,8.06034197692691e-06,2.85905756868794e-06,0.422909087535459
47770,,,,,,,,,,,,,,1.93951093911953e-05,7.75503230880134e-06,2.80499686378571e-06,0.422654951074235
47780,,,,,,,,,,,,,,1.97666484196024e-05,7.62058840009519e-06,2.57183645350713e-06,0.422399634095352
47790,,,,,,,,,,,,,,2.00049650833139e-05,7.69155634372324e-06,2.09532216858062e-06,0.422142698731049
47800,,,,,,,,,,,,,,1.99810057115309e-05,7.7613567212954e-06,1.86961677022564e-06,0.421882696961564
47810,,,,,,,,,,,,,,1.96830634362804e-05,7.85174579347991e-06,1.6315676691253e-06,0.421621067782103
47820,,,,,,,,,,,,,,1.93893998439786e-05,7.9825252670242e-06,1.15862732358712e-06,0.421358906670373
47830,,,,,,,,,,,,,,1.93957975327757e-05,8.14564861984498e-06,7.92441250439553e-07,0.421098948680951
47840,,,,,,,,,,,,,,1.95199570015047e-05,8.35601718776227e-06,7.1845530422733e-07,0.420838544870673
47850,,,,,,,,,,,,,,1.95582116498859e-05,8.56757413861245e-06,9.03256779872127e-07,0.420577780843991
47860,,,,,,,,,,,,,,1.93565582097767e-05,8.71737984930882e-06,1.32225643681849e-06,0.420316770946077
47870,,,,,,,,,,,,,,1.88613370147256e-05,8.61899463592976e-06,2.70902705941789e-06,0.42005636769492
47880,,,,,,,,,,,,,,1.83231687201924e-05,8.47116400196554e-06,3.52744677551676e-06,0.419798075157438
47890,,,,,,,,,,,,,,1.80761537893626e-05,8.31346112171329e-06,3.92179918341482e-06,0.419541817429033
47900,,,,,,,,,,,,,,1.80979114474191e-05,8.19926018095475e-06,4.3829379540229e-06,0.419287432902322
47910,,,,,,,,,,,,,,1.81514109215389e-05,8.13540624889158e-06,4.40330666728087e-06,0.419034274552265
47920,,,,,,,,,,,,,,1.79423156705321e-05,7.95908518698512e-06,4.26814949803988e-06,0.418781511149227
47930,,,,,,,,,,,,,,1.73957097153269e-05,7.65629747719496e-06,4.04445319852897e-06,0.418529305216019
47940,,,,,,,,,,,,,,1.6732842724845e-05,7.25333326863108e-06,3.80824159767563e-06,0.418278680030515
47950,,,,,,,,,,,,,,1.61959738033348e-05,6.93328694611753e-06,3.32523582112953e-06,0.418031384642366
47960,,,,,,,,,,,,,,1.59501512753714e-05,6.66810509111113e-06,2.99823796933309e-06,0.417785830944487
47970,,,,,,,,,,,,,,1.58996672716809e-05,6.46452880223586e-06,2.91436067339617e-06,0.417541449611132
47980,,,,,,,,,,,,,,1.57855053931416e-05,6.39939873252286e-06,2.961818311909e-06,0.417297191550891
47990,,,,,,,,,,,,,,1.54141179040403e-05,6.19435687107469e-06,3.33576715679502e-06,0.417054396728536
48000,,,,,,,,,,,,,,1.49252750222085e-05,5.85725197912631e-06,3.92967474799418e-06,0.416814403422096
48010,,,,,,,,,,,,,,1.45976061793975e-05,5.40203449440999e-06,4.67348913373531e-06,0.416578020062098
48020,,,,,,,,,,,,,,1.45168823453993e-05,5.0188097228317e-06,5.16487698055729e-06,0.416346585887252
48030,,,,,,,,,,,,,,1.47421106578656e-05,4.94598302577166e-06,5.77489638835381e-06,0.416116617436728
48040,,,,,,,,,,,,,,1.52169162521904e-05,5.01916880995072e-06,6.48344556091033e-06,0.415887324700855
48050,,,,,,,,,,,,,,1.54658101943035e-05,5.13435273070791e-06,7.2604134610529e-06,0.415658293250424
48060,,,,,,,,,,,,,,1.54127903855333e-05,5.05576764014942e-06,7.0457156491397e-06,0.415432363933546
48070,,,,,,,,,,,,,,1.5517216702188e-05,4.92426913416309e-06,6.58722088030151e-06,0.415209378424355
48080,,,,,,,,,,,,,,1.58535775196847e-05,4.77513589827465e-06,5.89480599396847e-06,0.415096107385258
48090,,,,,,,,,,,,,,1.64417222860256e-05,4.64408813454262e-06,4.95911333135203e-06,0.415214444920726
48100,,,,,,,,,,,,,,1.72311533308739e-05,4.64659658131681e-06,4.64441756263452e-06,0.415008384712576
48110,,,,,,,,,,,,,,1.79530267378314e-05,4.67300098840146e-06,4.4857992438408e-06,0.414788938113645
48120,,,,,,,,,,,,,,1.83565130888924e-05,4.68875215277627e-06,4.24331050137153e-06,0.414568928623302
48130,,,,,,,,,,,,,,1.85237484268244e-05,4.64140509517278e-06,3.53433992947823e-06,0.414351548705445
48140,,,,,,,,,,,,,,1.87065668980124e-05,4.42567464226737e-06,1.97981897190559e-06,0.414138098718666
48150,,,,,,,,,,,,,,1.89933321296721e-05,4.30499132359474e-06,1.21687198348118e-06,0.413926574497475
48160,,,,,,,,,,,,,,1.93225093245161e-05,4.33799221065467e-06,1.27149502588423e-06,0.413716278158917
48170,,,,,,,,,,,,,,1.9664205637066e-05,4.62254952752623e-06,1.84689922476639e-06,0.413506050960148
48180,,,,,,,,,,,,,,1.941448059245e-05,4.92064585148476e-06,3.57810408789743e-06,0.4132951548128
48190,,,,,,,,,,,,,,1.87769273981061e-05,5.15700123215574e-06,5.1878184287317e-06,0.413085017418936
48200,,,,,,,,,,,,,,1.81179890308788e-05,5.30562875627489e-06,6.54168818149129e-06,0.412876882388789
48210,,,,,,,,,,,,,,1.76564164308971e-05,5.31531348602335e-06,8.12746283135244e-06,0.41267497734175
48220,,,,,,,,,,,,,,1.74111358581186e-05,5.32272480582185e-06,9.01029043293708e-06,0.412473402377336
48230,,,,,,,,,,,,,,1.72240708594637e-05,5.27613524307227e-06,9.47657555299269e-06,0.412270967574648
48240,,,,,,,,,,,,,,1.69119956783867e-05,5.15436903684663e-06,9.66974823810459e-06,0.412067191640986
48250,,,,,,,,,,,,,,1.64062710683666e-05,4.93631938735255e-06,1.00655526659651e-05,0.411861548628088
48260,,,,,,,,,,,,,,1.57511868748062e-05,4.6313880577209e-06,9.74056164315002e-06,0.411656568772576
48270,,,,,,,,,,,,,,1.5215901825196e-05,4.26194666875849e-06,9.15778530960914e-06,0.411452074038832
48280,,,,,,,,,,,,,,1.51176608806627e-05,3.84285410773257e-06,8.53814896007188e-06,0.411247857775631
48290,,,,,,,,,,,,,,1.52043740421156e-05,3.49901308557412e-06,7.8066241265775e-06,0.411041366165033
48300,,,,,,,,,,,,,,1.51959099168506e-05,3.23546654725432e-06,7.45734220996944e-06,0.410831322827493
48310,,,,,,,,,,,,,,1.50307980153884e-05,3.02655991584562e-06,7.2767757229637e-06,0.410618078367859
48320,,,,,,,,,,,,,,1.47390523977693e-05,2.85525944762803e-06,7.10369596611726e-06,0.410401698662322
48330,,,,,,,,,,,,,,1.44792977620666e-05,2.79890952973883e-06,6.43891312650422e-06,0.410185268225927
48340,,,,,,,,,,,,,,1.44955583186187e-05,2.95776635196586e-06,6.09993977574146e-06,0.409968259835188
48350,,,,,,,,,,,,,,1.50301771386816e-05,3.29816550709467e-06,6.05535845605866e-06,0.409749537284297
48360,,,,,,,,,,,,,,1.55300418415008e-05,3.7908748139729e-06,6.2851271390557e-06,0.409527460140877
48370,,,,,,,,,,,,,,1.58640543160947e-05,4.34005604421759e-06,6.8391926448422e-06,0.409299758679331
48380,,,,,,,,,,,,,,1.60567926555932e-05,4.86373765440051e-06,7.66530703000022e-06,0.409068313941571
48390,,,,,,,,,,,,,,1.61765231392515e-05,5.37445002166373e-06,8.44130596355933e-06,0.408833594571137
48400,,,,,,,,,,,,,,1.63312583502295e-05,5.90735559477647e-06,8.50750565893247e-06,0.408595949041622
48410,,,,,,,,,,,,,,1.67911973487382e-05,6.49376731621018e-06,9.22729588109609e-06,0.40835302068636
48420,,,,,,,,,,,,,,1.73052037758622e-05,7.13528532504153e-06,1.0079398597447e-05,0.408104583680298
48430,,,,,,,,,,,,,,1.75519507609514e-05,7.82048319334601e-06,1.10718735308667e-05,0.407850235444442
48440,,,,,,,,,,,,,,1.73825486325601e-05,8.51464274869666e-06,1.24864982632303e-05,0.407588284902324
48450,,,,,,,,,,,,,,1.68567801085669e-05,8.97200329039942e-06,1.43683761832657e-05,0.407319259332822
48460,,,,,,,,,,,,,,1.62004500461314e-05,9.31196483285786e-06,1.47341584303708e-05,0.407045679356897
48470,,,,,,,,,,,,,,1.55960423018941e-05,9.56972536691982e-06,1.34472936524142e-05,0.406767743698341
48480,,,,,,,,,,,,,,1.52860795667029e-05,9.78283663531951e-06,1.2561898352883e-05,0.406483355841141
48490,,,,,,,,,,,,,,1.49751366122695e-05,9.96375317008272e-06,1.21771931073894e-05,0.406190113265554
48500,,,,,,,,,,,,,,1.44412839168695e-05,1.00914236983438e-05,1.20054506936109e-05,0.405892238376278
48510,,,,,,,,,,,,,,1.36790961113438e-05,1.01499393329849e-05,1.1944874955227e-05,0.405590988941742
48520,,,,,,,,,,,,,,1.28831848997992e-05,1.00852707512043e-05,1.20526958923446e-05,0.405283709767303
48530,,,,,,,,,,,,,,1.21931605474664e-05,1.00327972932062e-05,1.0815853439282e-05,0.404971216061709
48540,,,,,,,,,,,,,,1.198471924667e-05,1.00332111043411e-05,9.54202360215286e-06,0.404653630955244
48550,,,,,,,,,,,,,,1.22138734949136e-05,1.01160953459157e-05,9.06619400260835e-06,0.404330532503673
48560,,,,,,,,,,,,,,1.25959581097258e-05,1.02945455643551e-05,9.64056719467605e-06,0.403995421504418
48570,,,,,,,,,,,,,,1.29139742765524e-05,1.04796121866196e-05,1.04569404578269e-05,0.403653160186269
48580,,,,,,,,,,,,,,1.31268182089553e-05,1.06386033147939e-05,1.17357562007409e-05,0.403304415845977
48590,,,,,,,,,,,,,,1.3476414389382e-05,1.07362334783375e-05,1.37388111719331e-05,0.402949324572865
48600,,,,,,,,,,,,,,1.41111272249248e-05,1.08981801328795e-05,1.21713375371292e-05,0.402586183867182
48610,,,,,,,,,,,,,,1.50052695688928e-05,1.11209564412227e-05,1.07250104379395e-05,0.402216418668064
48620,,,,,,,,,,,,,,1.60532463676467e-05,1.13624615888194e-05,9.6768036233911e-06,0.401839353053423
48630,,,,,,,,,,,,,,1.70048776411497e-05,1.15569440967096e-05,9.33559677206275e-06,0.401453082431535
48640,,,,,,,,,,,,,,1.75461089662097e-05,1.16106475592475e-05,9.21829043941374e-06,0.401056788458101
48650,,,,,,,,,,,,,,1.77046227250672e-05,1.15126613180035e-05,9.34633359480009e-06,0.400654088939561
48660,,,,,,,,,,,,,,1.78850233973011e-05,1.13093455634215e-05,9.2445329176244e-06,0.400245299385244
48670,,,,,,,,,,,,,,1.81498720726428e-05,1.11096394744116e-05,7.67980995757988e-06,0.399829674925097
48680,,,,,,,,,,,,,,1.84958839079289e-05,1.09839507334141e-05,7.5696985277794e-06,0.399404926428012
48690,,,,,,,,,,,,,,1.87970287299188e-05,1.08323925783456e-05,8.17353090439693e-06,0.398972382835432
48700,,,,,,,,,,,,,,1.8834066192855e-05,1.06248988161241e-05,9.20647226321113e-06,0.398531558731525
48710,,,,,,,,,,,,,,1.84971064786947e-05,1.03119602481562e-05,1.00752148036178e-05,0.398079124085938
48720,,,,,,,,,,,,,,1.81207652876702e-05,9.966034338493e-06,1.09212301100079e-05,0.397619676904066
48730,,,,,,,,,,,,,,1.7950666785813e-05,9.70683233206071e-06,1.0939361648965e-05,0.397155343491383
48740,,,,,,,,,,,,,,1.79202556790171e-05,9.58744840129897e-06,1.00993291295504e-05,0.396686231726269
48750,,,,,,,,,,,,,,1.79267054582377e-05,9.70472409219828e-06,1.01632776014125e-05,0.396209238280753
48760,,,,,,,,,,,,,,1.78757279016005e-05,9.75866689613776e-06,1.07077513038786e-05,0.395868786401414
48770,,,,,,,,,,,,,,1.73674951619437e-05,9.73064496715735e-06,1.13145292720041e-05,0.395544627475747
48780,,,,,,,,,,,,,,1.64952688925841e-05,9.60253948980111e-06,1.17678175518885e-05,0.395166385609776
48790,,,,,,,,,,,,,,1.58130453974747e-05,9.30416423739693e-06,1.18952837630546e-05,0.394549808846792
48800,,,,,,,,,,,,,,1.54531707911838e-05,9.09287383969167e-06,1.17150985568494e-05,0.39392827961543
48810,,,,,,,,,,,,,,1.5321563407341e-05,8.99100454327654e-06,1.14291854406416e-05,0.393303338841337
48820,,,,,,,,,,,,,,1.51775211532049e-05,9.02287368246949e-06,1.11881008028707e-05,0.392675959925147
48830,,,,,,,,,,,,,,1.48848747243698e-05,9.01781888210949e-06,1.15810356553843e-05,0.392042521291403
48840,,,,,,,,,,,,,,1.43714072227603e-05,8.8951604751874e-06,1.19043830324435e-05,0.391406567231559
48850,,,,,,,,,,,,,,1.37741511409839e-05,8.66415193746012e-06,1.18461732336166e-05,0.390768949978789
48860,,,,,,,,,,,,,,1.339622146677e-05,8.32752873744846e-06,1.09789091644211e-05,0.390130612525312
48870,,,,,,,,,,,,,,1.33809052540677e-05,8.16920686151036e-06,1.03902191949432e-05,0.389490900944118
48880,,,,,,,,,,,,,,1.35941796930816e-05,8.14086207475949e-06,1.01852355677599e-05,0.388849233202311
48890,,,,,,,,,,,,,,1.36922732043727e-05,8.19142375541883e-06,1.07379272381575e-05,0.388205496644407
48900,,,,,,,,,,,,,,1.35270294137009e-05,8.23430077728072e-06,1.28590253250183e-05,0.38755930798311
48910,,,,,,,,,,,,,,1.32231503460549e-05,8.24385967579332e-06,1.49580779585616e-05,0.386910832829491
48920,,,,,,,,,,,,,,1.29034876277646e-05,8.21742499514064e-06,1.61131304108093e-05,0.386262936903062
48930,,,,,,,,,,,,,,1.27216968608256e-05,8.1780663111279e-06,1.63288613210982e-05,0.385615903296359
48940,,,,,,,,,,,,,,1.28196347330719e-05,8.198494497678e-06,1.59325573334138e-05,0.384969475253636
48950,,,,,,,,,,,,,,1.29678916980254e-05,8.26577225119208e-06,1.53717089160973e-05,0.384322190065225
48960,,,,,,,,,,,,,,1.28538249907758e-05,8.256247601022e-06,1.51948319416152e-05,0.383674283210348
48970,,,,,,,,,,,,,,1.2529337725231e-05,8.14106149267207e-06,1.5441963457468e-05,0.383026060581243
48980,,,,,,,,,,,,,,1.20594138223702e-05,7.92607057103179e-06,1.56204074922853e-05,0.382378867884603
48990,,,,,,,,,,,,,,1.15685086216658e-05,7.68391598444508e-06,1.41877037432531e-05,0.381734536023212
49000,,,,,,,,,,,,,,1.12404981454653e-05,7.57313404690851e-06,1.23961004889307e-05,0.381092096027733
49010,,,,,,,,,,,,,,1.13170854689858e-05,7.6421994995741e-06,1.07484769879933e-05,0.380451189158454
49020,,,,,,,,,,,,,,1.13712507526239e-05,7.70540374993236e-06,9.54409086136619e-06,0.379811227375262
49030,,,,,,,,,,,,,,1.12931689598383e-05,7.67311080762464e-06,9.36687995212516e-06,0.379172309786453
49040,,,,,,,,,,,,,,1.11224833005971e-05,7.54202946997834e-06,9.74136667055452e-06,0.378535256576497
49050,,,,,,,,,,,,,,1.09444396423562e-05,7.30884280814241e-06,1.03717314207246e-05,0.377900760643538
49060,,,,,,,,,,,,,,1.08496315461006e-05,7.12889672843061e-06,1.0015480444775e-05,0.377271116401526
49070,,,,,,,,,,,,,,1.10320573383991e-05,7.18999867835748e-06,1.01746899371179e-05,0.376644087234187
49080,,,,,,,,,,,,,,1.14500992118946e-05,7.36174678394018e-06,1.05511533436773e-05,0.376018622993159
49090,,,,,,,,,,,,,,1.18246829749829e-05,7.52631442557526e-06,1.08725057188559e-05,0.375393829724962
49100,,,,,,,,,,,,,,1.20423567816442e-05,7.57011736540761e-06,1.13836296184437e-05,0.374769754396799
49110,,,,,,,,,,,,,,1.21597644715065e-05,7.36521258874423e-06,1.25154910055362e-05,0.374147834540687
49120,,,,,,,,,,,,,,1.23950059805001e-05,7.0162020358927e-06,1.38378986250992e-05,0.373527923939283
49130,,,,,,,,,,,,,,1.28188545518317e-05,6.67616304801851e-06,1.46848387175449e-05,0.372909940263263
49140,,,,,,,,,,,,,,1.34325525169857e-05,6.41948609200889e-06,1.53094042762069e-05,0.37229252573706
49150,,,,,,,,,,,,,,1.42138638580965e-05,6.25312572293344e-06,1.56687384274216e-05,0.371673357346602
49160,,,,,,,,,,,,,,1.48638738104842e-05,6.15394012955145e-06,1.57407058037103e-05,0.371051998430402
49170,,,,,,,,,,,,,,1.51667803755393e-05,6.07122810841097e-06,1.54499290460535e-05,0.370427667740697
49180,,,,,,,,,,,,,,1.51803201178351e-05,5.7999809710415e-06,1.58695093102156e-05,0.369800259950649
49190,,,,,,,,,,,,,,1.51858366482379e-05,5.53609904513338e-06,1.59156536112306e-05,0.369170788045282
49200,,,,,,,,,,,,,,1.5211053305501e-05,5.3262360411829e-06,1.54434301365653e-05,0.368538306898529
49210,,,,,,,,,,,,,,1.5268129152856e-05,5.21968920559077e-06,1.46189624801553e-05,0.367898215534833
49220,,,,,,,,,,,,,,1.52922748751198e-05,5.30592638918062e-06,1.43052173907223e-05,0.367249133713076
49230,,,,,,,,,,,,,,1.51634188880335e-05,5.43400795189984e-06,1.43225607902311e-05,0.36659254802174
49240,,,,,,,,,,,,,,1.47367951036184e-05,5.56059332418608e-06,1.45182957605175e-05,0.36592824886708
49250,,,,,,,,,,,,,,1.40934217857127e-05,5.69257690749813e-06,1.41596318136361e-05,0.36525293803238
49260,,,,,,,,,,,,,,1.37525830104201e-05,5.81220029037553e-06,1.38915352160347e-05,0.364569010360721
49270,,,,,,,,,,,,,,1.36408826720394e-05,5.96551591488883e-06,1.35158783056647e-05,0.363875094699187
49280,,,,,,,,,,,,,,1.36686378407974e-05,6.17400817620213e-06,1.30201934861442e-05,0.363169535700099
49290,,,,,,,,,,,,,,1.37329296171952e-05,6.40099102654752e-06,1.37291454548901e-05,0.362445399663791
49300,,,,,,,,,,,,,,1.37307542913113e-05,6.58241841852274e-06,1.49236943543217e-05,0.361704685740041
49310,,,,,,,,,,,,,,1.35094117469163e-05,6.70365349838974e-06,1.60283433819609e-05,0.360948845366603
49320,,,,,,,,,,,,,,1.33568258658772e-05,6.74949819919623e-06,1.66106363029191e-05,0.360177934008604
49330,,,,,,,,,,,,,,1.35421181301677e-05,6.66362138753049e-06,1.75667031555247e-05,0.359383448671574
49340,,,,,,,,,,,,,,1.40189555961167e-05,6.60506484002802e-06,1.78164141019494e-05,0.358568625788616
49350,,,,,,,,,,,,,,1.46264402066082e-05,6.60511082003238e-06,1.79033050325603e-05,0.357733306372945
49360,,,,,,,,,,,,,,1.52072165462933e-05,6.70681883207586e-06,1.84757144607435e-05,0.356875564269117
49370,,,,,,,,,,,,,,1.55161007571023e-05,6.66433184709394e-06,1.99838414213008e-05,0.355978776340015
49380,,,,,,,,,,,,,,1.55378022521164e-05,6.48633192420432e-06,2.04590000558955e-05,0.355057819185513
49390,,,,,,,,,,,,,,1.54989579880235e-05,6.23701946715785e-06,2.02375675925979e-05,0.354111564117517
49400,,,,,,,,,,,,,,1.55450177743524e-05,6.02997256471383e-06,2.00850018987797e-05,0.353133564790708
49410,,,,,,,,,,,,,,1.56906183148755e-05,5.96365776779644e-06,1.898424277201e-05,0.352230527599391
49420,,,,,,,,,,,,,,1.57751900778707e-05,6.00883849545145e-06,1.8069758781441e-05,0.351322629204397
